station_eu_code;id_regione;id_provincia;id_comune;station_code;Regione;Provincia;Comune;nome_stazione;tipo_zona;tipo_stazione;TIPO;Lon;Lat;yy;n;sup25;sup15;media_yy;minimo;perc5;perc25;perc50;perc75;perc95;perc99.2;massimo;copertura;superamenti_ma;superamenti_ma10;superamenti_ma5;range_y;mappa_y;superamenti_d;superamenti_d15;range_d;range_d15;mappa_d;mappa_d15
IT0940A;8.0;35.0;8035033.0;803508.0;Emilia-Romagna;Reggio nell'Emilia;Reggio nell'Emilia;S. LAZZARO;URBANA;FONDO;UF;10.664722;44.690833;2022;340;80;156;18.0;0.0;5.0;9.0;14.0;25.0;41.0;51.0;67.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1480A;8.0;36.0;8036019.0;803621.0;Emilia-Romagna;Modena;Maranello;MARANELLO;Urbana;Fondo;UF;10.8777777777778;44.5263888888889;2009;170;53;91;21.0;6.0;8.0;11.0;16.0;29.0;50.0;69.0;77.0;0;0.0;1.0;1.0;"(20;25]";0;1;1;"(18; Inf]";"(18; Inf]";0;0
IT1480A;8.0;36.0;8036019.0;803621.0;Emilia-Romagna;Modena;Maranello;MARANELLO;Urbana;Fondo;UF;10.8777777777778;44.5263888888889;2010;363;109;177;21.0;1.0;5.0;9.0;15.0;30.0;58.0;72.0;84.0;1;0.0;1.0;1.0;"(20;25]";5;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1480A;8.0;36.0;8036019.0;803621.0;Emilia-Romagna;Modena;Maranello;MARANELLO;Urbana;Fondo;UF;10.8777777777778;44.5263888888889;2011;362;119;203;23.0;2.0;6.0;11.0;17.0;33.0;58.0;78.0;103.0;1;0.0;1.0;1.0;"(20;25]";5;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0940A;8.0;35.0;8035033.0;803508.0;Emilia-Romagna;Reggio nell'Emilia;Reggio nell'Emilia;S. LAZZARO;URBANA;FONDO;UF;10.664722;44.690833;2011;354;115;229;25.0;2.0;7.0;14.0;19.0;31.0;57.0;91.0;105.0;1;0.0;1.0;1.0;"(20;25]";5;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1914A;8.0;35.0;8035024.0;803517.0;Emilia-Romagna;Reggio nell'Emilia;Guastalla;SAN ROCCO;RURALE;FONDO;RF;10.663889;44.873056;2008;231;62;143;22.0;1.0;7.0;13.0;19.0;27.0;50.0;71.0;73.0;0;0.0;1.0;1.0;"(20;25]";0;1;1;"(18; Inf]";"(18; Inf]";0;0
IT2073A;8.0;36.0;8036040.0;803628.0;Emilia-Romagna;Modena;Sassuolo;PARCO EDILCARANI;URBANA;FONDO;UF;10.79139;44.53944;2018;355;85;148;18.0;1.0;6.0;10.0;13.0;25.0;44.0;59.0;70.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2073A;8.0;36.0;8036040.0;803628.0;Emilia-Romagna;Modena;Sassuolo;PARCO EDILCARANI;URBANA;FONDO;UF;10.79139;44.53944;2020;352;76;137;17.0;0.0;3.0;8.0;12.0;23.0;45.0;69.0;102.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1451A;8.0;37.0;8037039.0;803717.0;Emilia-Romagna;Bologna;Molinella;SAN PIETRO CAPOFIUME;RURALE;FONDO;RF;11.639444;44.662222;2012;346;85;174;20.0;2.0;6.0;10.0;16.0;25.0;49.0;88.0;110.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1451A;8.0;37.0;8037039.0;803717.0;Emilia-Romagna;Bologna;Molinella;SAN PIETRO CAPOFIUME;RURALE;FONDO;RF;11.639444;44.662222;2013;358;72;155;17.0;0.0;4.0;9.0;14.0;22.0;43.0;61.0;72.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1451A;8.0;37.0;8037039.0;803717.0;Emilia-Romagna;Bologna;Molinella;SAN PIETRO CAPOFIUME;RURALE;FONDO;RF;11.639444;44.662222;2014;358;58;136;16.0;0.0;4.0;9.0;13.0;20.0;41.0;57.0;69.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1451A;8.0;37.0;8037039.0;803717.0;Emilia-Romagna;Bologna;Molinella;SAN PIETRO CAPOFIUME;RURALE;FONDO;RF;11.639444;44.662222;2015;356;82;162;19.0;0.0;5.0;9.0;14.0;23.0;50.0;68.0;78.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1451A;8.0;37.0;8037039.0;803717.0;Emilia-Romagna;Bologna;Molinella;SAN PIETRO CAPOFIUME;RURALE;FONDO;RF;11.639444;44.662222;2016;340;55;124;16.0;0.0;4.0;8.0;12.0;20.0;39.0;69.0;87.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1451A;8.0;37.0;8037039.0;803717.0;Emilia-Romagna;Bologna;Molinella;SAN PIETRO CAPOFIUME;RURALE;FONDO;RF;11.639444;44.662222;2017;351;84;149;20.0;0.0;4.0;9.0;13.0;25.0;53.0;101.0;142.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1451A;8.0;37.0;8037039.0;803717.0;Emilia-Romagna;Bologna;Molinella;SAN PIETRO CAPOFIUME;RURALE;FONDO;RF;11.639444;44.662222;2018;358;63;143;17.0;0.0;4.0;10.0;14.0;20.0;38.0;53.0;62.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1451A;8.0;37.0;8037039.0;803717.0;Emilia-Romagna;Bologna;Molinella;SAN PIETRO CAPOFIUME;RURALE;FONDO;RF;11.639444;44.662222;2019;355;67;138;17.0;0.0;3.0;8.0;13.0;21.0;45.0;58.0;73.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1451A;8.0;37.0;8037039.0;803717.0;Emilia-Romagna;Bologna;Molinella;SAN PIETRO CAPOFIUME;RURALE;FONDO;RF;11.639444;44.662222;2020;352;84;150;18.0;0.0;3.0;8.0;13.0;24.0;48.0;69.0;82.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1451A;8.0;37.0;8037039.0;803717.0;Emilia-Romagna;Bologna;Molinella;SAN PIETRO CAPOFIUME;RURALE;FONDO;RF;11.639444;44.662222;2021;360;62;126;16.0;0.0;3.0;8.0;12.0;20.0;40.0;60.0;66.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1451A;8.0;37.0;8037039.0;803717.0;Emilia-Romagna;Bologna;Molinella;SAN PIETRO CAPOFIUME;RURALE;FONDO;RF;11.639444;44.662222;2022;354;70;145;17.0;0.0;5.0;9.0;13.0;23.0;39.0;51.0;60.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2097A;8.0;37.0;8037062.0;803721.0;Emilia-Romagna;Bologna;Alto Reno Terme;CASTELLUCCIO;RURALE;FONDO;RF;10.926111;44.15;2012;339;2;15;7.0;0.0;1.0;4.0;6.0;9.0;15.0;23.0;32.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(-Inf;3]";"(3;18]";1;2
IT2097A;8.0;37.0;8037062.0;803721.0;Emilia-Romagna;Bologna;Alto Reno Terme;CASTELLUCCIO;RURALE;FONDO;RF;10.926111;44.15;2013;338;0;3;6.0;0.0;0.0;2.0;5.0;8.0;14.0;15.0;23.0;1;0.0;0.0;1.0;"(5;10]";2;0;0;"(-Inf;3]";"(-Inf;3]";1;1
IT2097A;8.0;37.0;8037062.0;803721.0;Emilia-Romagna;Bologna;Alto Reno Terme;CASTELLUCCIO;RURALE;FONDO;RF;10.926111;44.15;2014;350;0;11;5.0;0.0;0.0;2.0;4.0;7.0;14.0;21.0;25.0;1;0.0;0.0;0.0;"(0;5]";1;0;1;"(-Inf;3]";"(3;18]";1;2
IT2097A;8.0;37.0;8037062.0;803721.0;Emilia-Romagna;Bologna;Alto Reno Terme;CASTELLUCCIO;RURALE;FONDO;RF;10.926111;44.15;2015;349;2;18;7.0;0.0;0.0;3.0;6.0;9.0;16.0;23.0;26.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(-Inf;3]";"(3;18]";1;2
IT2097A;8.0;37.0;8037062.0;803721.0;Emilia-Romagna;Bologna;Alto Reno Terme;CASTELLUCCIO;RURALE;FONDO;RF;10.926111;44.15;2016;306;0;12;5.0;0.0;0.0;2.0;5.0;7.0;14.0;20.0;24.0;0;0.0;0.0;0.0;"(0;5]";0;0;1;"(-Inf;3]";"(3;18]";0;0
IT2097A;8.0;37.0;8037062.0;803721.0;Emilia-Romagna;Bologna;Alto Reno Terme;CASTELLUCCIO;RURALE;FONDO;RF;10.926111;44.15;2017;356;0;11;6.0;0.0;0.0;3.0;6.0;9.0;14.0;19.0;23.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(-Inf;3]";"(3;18]";1;2
IT2097A;8.0;37.0;8037062.0;803721.0;Emilia-Romagna;Bologna;Alto Reno Terme;CASTELLUCCIO;RURALE;FONDO;RF;10.926111;44.15;2018;336;0;12;6.0;0.0;0.0;3.0;6.0;9.0;14.0;18.0;22.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(-Inf;3]";"(3;18]";1;2
IT2097A;8.0;37.0;8037062.0;803721.0;Emilia-Romagna;Bologna;Alto Reno Terme;CASTELLUCCIO;RURALE;FONDO;RF;10.926111;44.15;2019;338;0;8;6.0;0.0;0.0;3.0;5.0;8.0;14.0;17.0;21.0;1;0.0;0.0;1.0;"(5;10]";2;0;1;"(-Inf;3]";"(3;18]";1;2
IT2097A;8.0;37.0;8037062.0;803721.0;Emilia-Romagna;Bologna;Alto Reno Terme;CASTELLUCCIO;RURALE;FONDO;RF;10.926111;44.15;2020;353;0;9;5.0;0.0;0.0;2.0;5.0;7.0;12.0;18.0;22.0;1;0.0;0.0;0.0;"(0;5]";1;0;1;"(-Inf;3]";"(3;18]";1;2
IT2097A;8.0;37.0;8037062.0;803721.0;Emilia-Romagna;Bologna;Alto Reno Terme;CASTELLUCCIO;RURALE;FONDO;RF;10.926111;44.15;2021;350;0;5;5.0;0.0;0.0;2.0;4.0;7.0;12.0;16.0;20.0;1;0.0;0.0;0.0;"(0;5]";1;0;1;"(-Inf;3]";"(3;18]";1;2
IT2097A;8.0;37.0;8037062.0;803721.0;Emilia-Romagna;Bologna;Alto Reno Terme;CASTELLUCCIO;RURALE;FONDO;RF;10.926111;44.15;2022;347;0;3;6.0;0.0;0.0;3.0;5.0;8.0;12.0;15.0;18.0;1;0.0;0.0;1.0;"(5;10]";2;0;0;"(-Inf;3]";"(-Inf;3]";1;1
IT1918A;8.0;38.0;8038008.0;803812.0;Emilia-Romagna;Ferrara;Ferrara;VILLA FULVIA;URBANA;FONDO;UF;11.649722;44.825;2008;40;19;27;26.0;7.0;8.0;12.0;24.0;38.0;48.0;55.0;57.0;0;1.0;1.0;1.0;"(25;Inf]";0;1;1;"(18; Inf]";"(18; Inf]";0;0
IT1918A;8.0;38.0;8038008.0;803812.0;Emilia-Romagna;Ferrara;Ferrara;VILLA FULVIA;URBANA;FONDO;UF;11.649722;44.825;2009;346;89;176;20.0;1.0;5.0;11.0;16.0;26.0;54.0;67.0;86.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1918A;8.0;38.0;8038008.0;803812.0;Emilia-Romagna;Ferrara;Ferrara;VILLA FULVIA;URBANA;FONDO;UF;11.649722;44.825;2010;346;87;172;20.0;0.0;5.0;10.0;15.0;26.0;55.0;68.0;76.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1918A;8.0;38.0;8038008.0;803812.0;Emilia-Romagna;Ferrara;Ferrara;VILLA FULVIA;URBANA;FONDO;UF;11.649722;44.825;2011;355;105;197;23.0;3.0;7.0;12.0;17.0;29.0;60.0;86.0;94.0;1;0.0;1.0;1.0;"(20;25]";5;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1918A;8.0;38.0;8038008.0;803812.0;Emilia-Romagna;Ferrara;Ferrara;VILLA FULVIA;URBANA;FONDO;UF;11.649722;44.825;2012;344;99;175;22.0;0.0;5.0;10.0;16.0;30.0;58.0;87.0;108.0;1;0.0;1.0;1.0;"(20;25]";5;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1918A;8.0;38.0;8038008.0;803812.0;Emilia-Romagna;Ferrara;Ferrara;VILLA FULVIA;URBANA;FONDO;UF;11.649722;44.825;2013;347;77;154;19.0;0.0;5.0;9.0;14.0;23.0;48.0;66.0;77.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1918A;8.0;38.0;8038008.0;803812.0;Emilia-Romagna;Ferrara;Ferrara;VILLA FULVIA;URBANA;FONDO;UF;11.649722;44.825;2014;339;62;128;17.0;0.0;4.0;8.0;13.0;22.0;48.0;66.0;83.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1451A;8.0;37.0;8037039.0;803717.0;Emilia-Romagna;Bologna;Molinella;SAN PIETRO CAPOFIUME;RURALE;FONDO;RF;11.639444;44.662222;2011;348;95;198;22.0;3.0;6.0;12.0;17.0;27.0;52.0;73.0;94.0;1;0.0;1.0;1.0;"(20;25]";5;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1451A;8.0;37.0;8037039.0;803717.0;Emilia-Romagna;Bologna;Molinella;SAN PIETRO CAPOFIUME;RURALE;FONDO;RF;11.639444;44.662222;2010;332;84;176;21.0;2.0;6.0;11.0;16.0;26.0;51.0;76.0;95.0;1;0.0;1.0;1.0;"(20;25]";5;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1451A;8.0;37.0;8037039.0;803717.0;Emilia-Romagna;Bologna;Molinella;SAN PIETRO CAPOFIUME;RURALE;FONDO;RF;11.639444;44.662222;2009;340;82;187;21.0;3.0;6.0;11.0;16.0;25.0;51.0;71.0;84.0;1;0.0;1.0;1.0;"(20;25]";5;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1159A;8.0;37.0;8037006.0;803713.0;Emilia-Romagna;Bologna;Bologna;PORTA SAN FELICE;URBANA;TRAFFICO;UT;11.32833;44.49972;2022;360;72;155;17.0;1.0;5.0;9.0;13.0;22.0;42.0;59.0;67.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2073A;8.0;36.0;8036040.0;803628.0;Emilia-Romagna;Modena;Sassuolo;PARCO EDILCARANI;URBANA;FONDO;UF;10.79139;44.53944;2021;350;60;138;17.0;0.0;5.0;9.0;13.0;22.0;41.0;63.0;79.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2073A;8.0;36.0;8036040.0;803628.0;Emilia-Romagna;Modena;Sassuolo;PARCO EDILCARANI;URBANA;FONDO;UF;10.79139;44.53944;2022;356;67;158;17.0;0.0;5.0;9.0;14.0;23.0;38.0;55.0;58.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2008;224;31;95;16.0;1.0;4.0;9.0;14.0;20.0;35.0;44.0;51.0;0;0.0;1.0;1.0;"(15;20]";0;1;1;"(18; Inf]";"(18; Inf]";0;0
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2009;334;60;135;17.0;3.0;5.0;10.0;14.0;21.0;42.0;61.0;73.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2010;346;59;142;17.0;2.0;4.0;8.0;13.0;21.0;48.0;68.0;85.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2011;360;81;183;20.0;0.0;4.0;10.0;16.0;24.0;54.0;79.0;91.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2012;362;80;152;18.0;2.0;5.0;9.0;14.0;23.0;50.0;70.0;94.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2013;347;53;119;15.0;0.0;3.0;8.0;12.0;20.0;37.0;50.0;55.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2014;349;43;110;15.0;0.0;3.0;7.0;12.0;18.0;39.0;64.0;69.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2015;329;76;155;18.0;0.0;4.0;9.0;15.0;25.0;46.0;60.0;68.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2016;280;61;108;17.0;0.0;3.0;7.0;12.0;23.0;42.0;57.0;91.0;0;0.0;1.0;1.0;"(15;20]";0;1;1;"(18; Inf]";"(18; Inf]";0;0
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2017;343;72;143;18.0;0.0;2.0;8.0;14.0;23.0;52.0;100.0;160.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2018;343;48;96;15.0;0.0;4.0;8.0;12.0;16.0;35.0;55.0;69.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2019;356;49;99;14.0;0.0;3.0;6.0;10.0;16.0;38.0;54.0;61.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2073A;8.0;36.0;8036040.0;803628.0;Emilia-Romagna;Modena;Sassuolo;PARCO EDILCARANI;URBANA;FONDO;UF;10.79139;44.53944;2019;358;48;104;14.0;1.0;4.0;7.0;11.0;17.0;35.0;57.0;65.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2020;350;59;125;15.0;0.0;2.0;6.0;11.0;19.0;44.0;74.0;90.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2022;357;52;111;14.0;0.0;3.0;7.0;10.0;19.0;38.0;55.0;64.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1159A;8.0;37.0;8037006.0;803713.0;Emilia-Romagna;Bologna;Bologna;PORTA SAN FELICE;URBANA;TRAFFICO;UT;11.32833;44.49972;2009;356;97;208;22.0;5.0;8.0;13.0;17.0;26.0;55.0;79.0;83.0;1;0.0;1.0;1.0;"(20;25]";5;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1159A;8.0;37.0;8037006.0;803713.0;Emilia-Romagna;Bologna;Bologna;PORTA SAN FELICE;URBANA;TRAFFICO;UT;11.32833;44.49972;2010;350;95;185;21.0;3.0;7.0;11.0;17.0;27.0;56.0;75.0;93.0;1;0.0;1.0;1.0;"(20;25]";5;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1159A;8.0;37.0;8037006.0;803713.0;Emilia-Romagna;Bologna;Bologna;PORTA SAN FELICE;URBANA;TRAFFICO;UT;11.32833;44.49972;2011;350;103;202;23.0;3.0;7.0;12.0;17.0;29.0;59.0;85.0;118.0;1;0.0;1.0;1.0;"(20;25]";5;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1159A;8.0;37.0;8037006.0;803713.0;Emilia-Romagna;Bologna;Bologna;PORTA SAN FELICE;URBANA;TRAFFICO;UT;11.32833;44.49972;2012;363;107;200;22.0;3.0;7.0;12.0;17.0;28.0;52.0;78.0;93.0;1;0.0;1.0;1.0;"(20;25]";5;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1159A;8.0;37.0;8037006.0;803713.0;Emilia-Romagna;Bologna;Bologna;PORTA SAN FELICE;URBANA;TRAFFICO;UT;11.32833;44.49972;2013;358;91;182;20.0;0.0;6.0;11.0;16.0;26.0;46.0;60.0;78.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1159A;8.0;37.0;8037006.0;803713.0;Emilia-Romagna;Bologna;Bologna;PORTA SAN FELICE;URBANA;TRAFFICO;UT;11.32833;44.49972;2014;341;65;142;18.0;3.0;6.0;10.0;14.0;22.0;43.0;63.0;67.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1159A;8.0;37.0;8037006.0;803713.0;Emilia-Romagna;Bologna;Bologna;PORTA SAN FELICE;URBANA;TRAFFICO;UT;11.32833;44.49972;2015;362;100;176;20.0;4.0;7.0;10.0;15.0;28.0;48.0;62.0;73.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1159A;8.0;37.0;8037006.0;803713.0;Emilia-Romagna;Bologna;Bologna;PORTA SAN FELICE;URBANA;TRAFFICO;UT;11.32833;44.49972;2016;364;83;162;19.0;2.0;6.0;10.0;14.0;24.0;47.0;61.0;100.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1159A;8.0;37.0;8037006.0;803713.0;Emilia-Romagna;Bologna;Bologna;PORTA SAN FELICE;URBANA;TRAFFICO;UT;11.32833;44.49972;2017;361;83;156;20.0;1.0;5.0;10.0;13.0;24.0;53.0;93.0;175.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1159A;8.0;37.0;8037006.0;803713.0;Emilia-Romagna;Bologna;Bologna;PORTA SAN FELICE;URBANA;TRAFFICO;UT;11.32833;44.49972;2018;360;74;164;18.0;1.0;6.0;11.0;15.0;22.0;41.0;56.0;61.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1159A;8.0;37.0;8037006.0;803713.0;Emilia-Romagna;Bologna;Bologna;PORTA SAN FELICE;URBANA;TRAFFICO;UT;11.32833;44.49972;2019;355;60;125;16.0;0.0;5.0;9.0;12.0;19.0;41.0;59.0;64.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1159A;8.0;37.0;8037006.0;803713.0;Emilia-Romagna;Bologna;Bologna;PORTA SAN FELICE;URBANA;TRAFFICO;UT;11.32833;44.49972;2020;348;65;130;17.0;0.0;4.0;7.0;12.0;21.0;44.0;75.0;90.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1159A;8.0;37.0;8037006.0;803713.0;Emilia-Romagna;Bologna;Bologna;PORTA SAN FELICE;URBANA;TRAFFICO;UT;11.32833;44.49972;2021;361;59;122;16.0;0.0;5.0;9.0;12.0;20.0;41.0;63.0;85.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0892A;8.0;37.0;8037006.0;803708.0;Emilia-Romagna;Bologna;Bologna;GIARDINI MARGHERITA;URBANA;FONDO;UF;11.355;44.48333;2021;353;46;104;14.0;0.0;3.0;7.0;10.0;17.0;35.0;60.0;84.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT1179A;8.0;38.0;8038010.0;803805.0;Emilia-Romagna;Ferrara;Jolanda di Savoia;GHERARDI;RURALE;FONDO;RF;11.961111;44.839722;2017;359;94;184;22.0;3.0;7.0;10.0;16.0;27.0;59.0;81.0;126.0;1;0.0;1.0;1.0;"(20;25]";5;1;1;"(18; Inf]";"(18; Inf]";3;3
IT0903A;8.0;35.0;8035014.0;803502.0;Emilia-Romagna;Reggio nell'Emilia;Castellarano;CASTELLARANO;SUBURBANA;FONDO;SF;10.733889;44.516111;2013;362;84;153;17.0;0.0;4.0;9.0;14.0;24.0;43.0;52.0;79.0;1;0.0;1.0;1.0;"(15;20]";4;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2263A;6.0;32.0;6032006.0;604947.0;Friuli Venezia Giulia;Trieste;Trieste;Via del Ponticello;SUBURBANA;INDUSTRIALE;SI;13.78376;45.62062;2019;349;22;94;13.0;0.0;4.0;7.0;11.0;15.0;28.0;50.0;76.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2131A;6.0;31.0;6031009.0;603108.0;Friuli Venezia Giulia;Gorizia;Grado;A2A Fossalon;RURALE;FONDO;RF;13.48636;45.73162;2013;6;3;3;24.0;3.0;4.0;9.0;19.0;42.0;49.0;49.0;49.0;0;0.0;1.0;1.0;"(20;25]";0;0;0;"(-Inf;3]";"(-Inf;3]";0;0
IT2131A;6.0;31.0;6031009.0;603108.0;Friuli Venezia Giulia;Gorizia;Grado;A2A Fossalon;RURALE;FONDO;RF;13.48636;45.73162;2014;340;27;77;12.0;2.0;4.0;6.0;9.0;14.0;33.0;50.0;64.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
IT2131A;6.0;31.0;6031009.0;603108.0;Friuli Venezia Giulia;Gorizia;Grado;A2A Fossalon;RURALE;FONDO;RF;13.48636;45.73162;2015;355;51;132;15.0;1.0;4.0;7.0;12.0;18.0;42.0;62.0;68.0;1;0.0;1.0;1.0;"(10;15]";3;1;1;"(18; Inf]";"(18; Inf]";3;3
